city,population,include,migration_2020,unemployment_rate,median_income,median_age,summer_comfort_index,winter_comfort_index,cost_of_living_index,mean_commute_time,mean_school_expense,student_per_teacher,violent_crime_index,property_crime_index,sales_tax_rate,income_tax_rate,health_cost_index,water_quality_index,air_quality_index,white_percent,black_percent,asian_percent,native_american_percent,pacific_islander_percent,other_percent,multiple_percent,hispanic_percent,population_density,median_house_price
Naselle,523,1,-0.457,0.082,46042,42.9,8.6,5.1,0.908,19.3,10188,22.3,10.2,31.3,0.081,0,0.8,0.5,0.94,0.809,0,0,0.09,0,0,0,0.101,182,338000
Navy Yard City,2784,1,0.24,0.058,46602,27.1,9.2,5.3,0.913,30.3,11195,17,15.5,54.4,0.09,0,0.834,0.4,0.58,0.72,0.025,0.01,0.016,0.011,0,0.098,0.12,5383,270400
Neah Bay,1079,1,0.426,0.074,31645,33,8.6,4.6,0.74,21.2,17323,12,14.9,44.9,0.084,0,0.803,0.6,0.97,0.099,0,0,0.732,0.004,0,0.11,0.055,451,148200
Neilton,299,1,0.063,0.088,57841,41.7,8.7,4.4,0.828,25.8,24779,11.8,11.1,33.7,0.088,0,0.833,0.52,0.91,0.831,0,0,0,0,0,0,0.169,41,125200
Nespelem,207,1,0.285,0.079,36250,32.2,8.8,4.4,0.703,17.2,22046,13.3,14.2,43.1,0.081,0,0.825,0.6,0.92,0.092,0,0,0.859,0,0,0.049,0,1263,129500
Nespelem Community,355,1,0.533,0.079,22031,35.3,8.8,4.4,0.664,17.2,22046,13.3,16.2,48.5,0.077,0,0.825,0.6,0.92,0.042,0,0,0.931,0,0,0.015,0.012,11,162300
Newcastle,12855,1,0.15,0.054,110456,39.2,9.3,5.4,1.852,28.3,12865,20.9,9.1,35.5,0.1,0,0.817,0.6,0.38,0.605,0.029,0.285,0,0,0.002,0.044,0.035,2903,1164600
Newport,2064,1,-0.038,0.092,32275,43.6,8.8,3.4,0.968,29.2,11723,17.9,21.2,92.8,0.076,0,0.795,0.6,0.82,0.922,0.002,0,0.023,0,0.005,0.027,0.019,1713,374400
Nile,118,1,-0.333,0.072,75609,78.5,8.5,4.8,1.069,18.9,9281,18.3,6.2,19,0.079,0,0.813,0.53,0.91,1,0,0,0,0,0,0,0,130,196000
Nisqually Indian Community,624,1,0.174,0.059,57188,35,9.1,5,1.077,13.9,9461,19.6,14,42.3,0.088,0,0.784,0.5,0.61,0.214,0.028,0.02,0.58,0.072,0,0.03,0.055,268,302100
Nooksack,1397,1,0.529,0.067,65368,30,9.1,5.2,1.119,29.2,10731,17.6,9.2,28,0.085,0,0.789,0.6,0.85,0.727,0.011,0,0.008,0,0.004,0.021,0.228,2347,475600
Normandy Park,6716,1,0.056,0.054,90446,50.2,9.5,5.5,1.715,27.4,12575,18.4,10.1,35.2,0.1,0,0.817,0.6,0.21,0.868,0,0.077,0,0,0.004,0.012,0.038,2629,948500
North Bend,7393,1,0.168,0.054,73571,38.8,8.9,4.9,1.607,29.4,9968,21.4,9.5,50,0.086,0,0.817,0.6,0.46,0.808,0.012,0.008,0,0,0,0.037,0.135,1726,863000
North Bonneville,1177,1,0.194,0.072,55179,47.8,9.2,4.9,1.082,30.5,11054,19.3,7.9,28.5,0.077,0,0.793,0.59,0.8,0.98,0.012,0,0,0,0,0.004,0.004,401,423400
North Fort Lewis,6229,1,0.723,0.068,65339,22.3,9.2,5.3,1.121,31.2,18279,19,16,50.3,0.101,0,0.8,0.6,0.66,0.519,0.155,0.051,0.001,0.014,0.008,0.088,0.164,920,478400
North Lynnwood,24562,1,0.298,0.063,60292,33.1,9.2,5.4,1.286,34,10150,20.6,14.9,49.9,0.103,0,0.801,0.53,0.33,0.512,0.06,0.172,0.005,0.008,0.004,0.09,0.15,7120,493900
North Marysville,185,1,3.526,0.063,64479,53,9.1,5.4,1.232,31.8,10836,20.8,8.7,26.3,0.103,0,0.801,0.53,0.55,0.924,0,0,0,0,0,0,0.076,143,509400
North Omak,313,1,1.033,0.079,40750,31.6,8.8,4.5,0.768,17.2,6716,24.8,13.5,41.2,0.081,0,0.825,0.6,0.94,0.375,0,0.023,0.527,0,0,0,0.074,63,303800
North Puyallup,1846,1,0.129,0.068,47297,51.4,9.2,5.5,1.118,32.8,10156,20.4,11.8,36.1,0.099,0,0.8,0.6,0.49,0.896,0.017,0.025,0.006,0,0,0.006,0.051,1919,256400
North Sultan,242,1,-0.148,0.063,81950,35.9,9.1,5.3,1.205,31.8,9954,18.7,8.2,25.1,0.103,0,0.801,0.53,0.81,1,0,0,0,0,0,0,0,441,397300
North Yelm,3708,1,0.004,0.059,36959,36.3,9.2,5.1,0.896,25.6,9953,19.8,13.1,39.5,0.088,0,0.784,0.5,0.69,0.8,0.004,0,0.03,0,0,0.067,0.099,951,232500
Northport,252,1,0.022,0.08,26250,43,8.7,4,0.898,27.8,10550,15.6,19.8,48.2,0.076,0,0.804,0.6,0.89,0.916,0.006,0.012,0.006,0,0,0.06,0,535,241400
Northwest Stanwood,85,0,0.778,0.063,,52.5,9.1,5.5,1.043,31.8,9575,20.9,8.8,26.2,0.103,0,0.801,0.53,0.7,1,0,0,0,0,0,0,0,216,731900
Oak Harbor,24267,1,0.023,0.065,48362,29.6,9,5.8,1.065,18.6,8760,20.5,9.4,24,0.087,0,0.754,0.2,0.72,0.628,0.066,0.099,0.023,0.007,0.003,0.059,0.116,2458,478300
Oakesdale,385,1,0.303,0.048,46429,43,9,4.5,0.794,15.3,24010,9,5.5,21.7,0.078,0,0.825,0.27,0.89,0.954,0.009,0,0,0,0,0.014,0.023,409,256700
Oakville,674,1,0.238,0.088,45234,37.1,9.2,5.4,0.986,30.4,15059,11.8,14.9,47.7,0.088,0,0.833,0.52,0.89,0.739,0.001,0.006,0.069,0.021,0,0.05,0.115,1318,345000
Ocean City,189,1,-0.056,0.088,25909,59.7,8.6,5.3,1.004,25.8,10834,17.5,13,40.6,0.088,0,0.833,0.52,0.95,1,0,0,0,0,0,0,0,54,264400
Ocean Park,1794,1,0.108,0.082,23726,62.3,8.4,5,0.864,19.3,12133,19.2,11.5,35.2,0.081,0,0.8,0.5,0.95,0.957,0,0.012,0,0,0,0.024,0.008,647,325400
Ocean Shores,6637,1,0.086,0.088,43496,62.1,8.6,5.3,0.946,25.8,10834,17.5,14,39,0.088,0,0.833,0.52,0.95,0.866,0,0.046,0.04,0,0,0.028,0.019,789,347900
Odessa,899,1,-0.079,0.056,35759,54.7,9,4.8,0.757,24.3,18089,12.6,8.1,17.4,0.08,0,0.839,0.43,0.9,0.821,0.022,0.012,0.018,0,0,0.064,0.063,1110,198200
Okanogan,2990,1,0.025,0.079,35165,41.7,8.8,4.5,0.805,17.2,10688,19.4,13.6,41.6,0.082,0,0.825,0.6,0.92,0.774,0.027,0.003,0.021,0,0.012,0.021,0.141,1297,257700
Olympia,54579,1,0.092,0.056,52834,38.3,9.2,5,1.119,20.5,11785,20,20.4,61.2,0.088,0,0.784,0.5,0.49,0.785,0.026,0.068,0.008,0.002,0.002,0.036,0.074,2940,472500
Omak,4869,1,0.002,0.079,30410,38.3,8.8,4.5,0.819,17.2,6716,24.8,18.8,73.6,0.081,0,0.825,0.6,0.9,0.586,0.001,0.025,0.12,0,0,0.071,0.196,1250,239500
Onalaska,548,1,-0.004,0.07,60345,32.2,9,5,1.034,27.1,10441,19.1,13.2,40.3,0.078,0,0.796,0.6,0.86,0.821,0,0,0,0,0,0.133,0.047,484,435400
Orchards,28371,1,0.052,0.062,60184,33.3,9.3,5.3,1.126,27,9997,18.3,13.5,44.2,0.084,0,0.776,0.47,0.45,0.782,0.023,0.037,0.006,0.005,0,0.061,0.087,4281,358700
Orient,66,1,5.6,0.098,13000,54.5,8.8,3.7,0.8,22.2,13646,26.5,11.1,33.9,0.077,0,0.81,0.6,0.94,0.765,0,0,0.045,0,0,0.189,0,315,246400
Oroville,1694,1,0.028,0.079,30455,42.3,8.9,3.8,0.833,17.2,11994,15.2,12.2,69.8,0.081,0,0.825,0.6,0.96,0.644,0,0.001,0.074,0,0,0.052,0.229,999,240300
Orting,8781,1,0.189,0.068,72810,35.4,9.2,5.5,1.243,36.4,9377,20.7,11.3,30.6,0.079,0,0.8,0.6,0.73,0.817,0.025,0.013,0.014,0.001,0,0.06,0.07,3195,502900
Oso,274,1,0.087,0.063,34659,52.5,9.1,5.3,1.395,31.8,9230,21.1,8,24.7,0.103,0,0.801,0.53,0.81,1,0,0,0,0,0,0,0,82,507800
Othello,8470,1,0.127,0.055,42414,26,9.1,5.1,0.844,16.3,10600,19.6,25,53,0.079,0,0.81,0.28,0.79,0.202,0.001,0.018,0.002,0,0,0.002,0.775,2127,303000
Otis Orchards-East Farms,6133,1,0.148,0.063,58714,42.7,9.2,4.1,1.1,26,9865,19,10.1,34.5,0.081,0,0.82,0.38,0.69,0.95,0,0,0.006,0,0,0.013,0.031,859,419300
Outlook,318,0,-0.302,0.072,20288,23.4,8.8,5.4,0.916,18.9,10653,18.4,,,,,,,,0,0,0,0,0,0,0,1,,325000
Oyehut,0,0,-1,0.088,,,8.6,5,0.915,25.8,10834,17.5,,,,,,,,,,,,,,,,,262500
Pacific,7130,1,0.102,0.054,55907,33,9.3,5.5,1.281,29,11739,19.3,8.2,31.1,0.1,0,0.817,0.6,0.32,0.562,0.04,0.097,0.008,0.04,0,0.054,0.199,2972,503100
Pacific Beach,77,0,0.231,0.088,42233,31.2,8.6,4.8,1.314,25.8,10834,17.5,12.5,37.5,0.088,0,0.833,0.52,0.95,0.935,0,0.065,0,0,0,0,0,476,829400
Packwood,141,1,-0.487,0.07,27188,61.7,9.1,4.4,0.953,27.1,14738,17.2,13.9,42.6,0.078,0,0.796,0.6,0.91,0.978,0,0,0,0,0,0.022,0,251,415100
Palouse,1008,1,0.034,0.048,55125,50.3,9,4.4,0.86,15.3,14259,13.7,6,11.2,0.078,0,0.825,0.27,0.89,0.895,0.013,0.014,0.006,0,0,0.02,0.052,1008,317500
Parker,105,1,-0.882,0.072,26250,62.3,9,5.1,0.774,18.9,16160,18.4,16.4,50,0.079,0,0.813,0.53,0.85,0.6,0,0,0.15,0,0,0,0.25,513,174600
Parkland,38092,1,0.045,0.068,47647,31.3,9.3,5.5,1.16,29.4,10682,18.2,19.1,53.8,0.099,0,0.8,0.6,0.42,0.521,0.125,0.064,0.01,0.044,0.002,0.085,0.148,4636,428600
Parkwood,7115,1,-0.065,0.058,56924,36.9,9.3,5.4,1.071,28.6,9383,20.8,14.8,52.1,0.09,0,0.834,0.4,0.57,0.821,0.03,0.037,0.002,0.015,0.003,0.025,0.067,2647,380000
Pasco,76398,1,0.305,0.07,54700,29.3,8.9,5.5,0.972,21.6,10010,19.2,18.4,33.3,0.086,0,0.795,0.2,0.62,0.386,0.018,0.024,0.003,0.001,0.001,0.016,0.551,2277,372500
Pateros,647,1,0.625,0.079,38125,27,8.8,3.6,0.928,17.2,13777,14.7,13.4,40.7,0.081,0,0.825,0.6,0.94,0.451,0,0,0.015,0,0.012,0.047,0.475,1428,391300
Pe Ell,585,1,0.351,0.07,45000,36.3,9,5.2,0.904,27.1,12990,15,29.8,22,0.078,0,0.796,0.6,0.84,0.911,0,0,0.006,0,0,0.076,0.006,1156,304000
Peaceful Valley,3234,1,0.303,0.067,43083,35.4,9,4.7,0.92,21,11652,17.8,16.4,56.5,0.085,0,0.789,0.6,0.92,0.762,0,0.018,0,0,0,0.026,0.194,270,192700
Picnic Point,9755,1,0.058,0.063,91552,42.3,9.3,5.5,1.441,30,10418,19.9,10.2,35.5,0.103,0,0.801,0.53,0.41,0.735,0.03,0.122,0.001,0,0.001,0.065,0.046,3232,639200
Pine Grove,84,1,0.11,0.098,37188,55.1,8.9,3.7,0.892,22.2,12393,15.6,6.3,19,0.077,0,0.81,0.6,0.94,0.946,0,0,0,0,0,0.054,0,233,216600
Point Roberts,1210,1,-0.027,0.067,50133,56.3,9.2,5.3,0.979,21,11190,19.5,11.2,34.6,0.085,0,0.789,0.6,0.8,0.902,0,0.05,0.004,0,0,0.02,0.024,279,356200
Pomeroy,1387,1,-0.101,0.071,48879,52,9,4.6,0.779,19.9,16674,15.3,10.1,31.1,0.077,0,0.81,0.2,0.92,0.869,0,0.021,0.004,0,0,0.065,0.041,809,220400
Port Angeles,19888,1,0.018,0.074,39524,38.9,8.8,5.2,0.971,17.4,9925,18.1,28.5,65.6,0.086,0,0.803,0.6,0.69,0.834,0.022,0.026,0.019,0,0.002,0.044,0.054,1902,415900
Port Angeles East,3221,1,0.081,0.074,52131,45.6,8.8,5.2,0.898,21.2,9925,18.1,13.5,46.4,0.084,0,0.803,0.6,0.8,0.913,0.01,0,0.013,0.002,0,0.031,0.03,1024,311800
Port Gamble Tribal Community,796,1,-0.154,0.058,60170,39,9.2,5.4,1.167,30.3,9792,21.3,12.7,38.3,0.09,0,0.834,0.4,0.7,0.425,0,0.001,0.473,0,0,0.071,0.03,229,537300
Port Hadlock-Irondale,3503,1,-0.056,0.076,31761,43.4,9,5.7,0.966,23.5,10931,20.5,13.7,47.8,0.09,0,0.845,0.53,0.85,0.88,0,0,0.009,0,0,0.066,0.044,606,334500
Port Ludlow,3046,1,-0.123,0.076,70022,66.4,9.1,5.7,1.149,23.5,10931,20.5,8.5,26.1,0.09,0,0.845,0.53,0.84,0.928,0,0.006,0.019,0,0,0,0.048,246,629600
Port Orchard,15315,1,0.255,0.058,55521,35.5,9.3,5.4,1.159,27.9,9383,20.8,27.7,80.5,0.09,0,0.834,0.4,0.62,0.717,0.037,0.068,0.007,0.01,0,0.062,0.099,1525,482900
Port Townsend,10002,1,0.027,0.076,43050,55,9,5.7,1.095,23.5,10846,18.3,23.1,42.5,0.09,0,0.845,0.53,0.75,0.91,0.006,0.027,0.004,0,0,0.02,0.033,1434,579900
Porter,111,1,0.121,0.088,36500,40.3,9,5,0.871,25.8,10842,19.6,8.9,27.5,0.088,0,0.833,0.52,0.89,0.932,0,0,0,0,0,0.068,0,27,342000
Poulsbo,11652,1,0.138,0.058,57296,40.5,9.2,5.4,1.261,27.4,9792,21.3,12.2,44.5,0.09,0,0.834,0.4,0.66,0.768,0.01,0.038,0.002,0,0,0.059,0.123,2365,596800
Prairie Heights,4610,1,0.107,0.068,85299,33.8,9.1,5.2,1.247,41.6,9859,20.8,12.4,42.1,0.099,0,0.8,0.6,0.68,0.793,0.015,0.009,0.002,0,0,0.008,0.173,1335,471700
Prairie Ridge,12575,1,0.097,0.068,70905,37,9.1,5.2,1.173,38.3,10690,21,12.5,40.9,0.099,0,0.8,0.6,0.62,0.831,0.006,0.007,0.013,0,0.001,0.057,0.084,3371,362100
Prescott,299,1,0.131,0.052,31875,42,9,5.3,0.807,15.6,11677,19.8,14.4,43.6,0.081,0,0.791,0.4,0.8,0.751,0.012,0,0,0,0,0,0.238,773,366200
Prosser,6061,1,0.091,0.059,53736,34.1,8.9,5.4,0.96,20.8,10042,17.8,14.4,31.4,0.086,0,0.807,0.33,0.83,0.586,0.006,0.002,0.021,0,0,0.002,0.383,1400,350200
Puget Island,1153,1,0.003,0.074,49917,53.2,9,5,1.026,0,12030,18.3,10.7,32.5,0.076,0,0.793,0.6,0.9,0.942,0,0.04,0.018,0,0,0,0,134,251600
Pullman,32968,1,0.13,0.048,24487,21.9,9,4.4,0.968,11.7,9247,21,11,22.3,0.078,0,0.825,0.27,0.82,0.731,0.027,0.114,0.004,0.002,0,0.055,0.067,3218,406800
Purdy,1429,1,-0.151,0.068,43798,57.4,9.3,5.4,1.264,31.2,9358,20.8,9.7,29.5,0.099,0,0.8,0.6,0.66,0.884,0,0.027,0.006,0,0,0.047,0.037,501,289300
Puyallup,42366,1,0.08,0.066,63009,38.3,9.2,5.5,1.256,31.7,10156,20.4,18.5,93.6,0.099,0,0.8,0.6,0.44,0.756,0.03,0.059,0.008,0.002,0.001,0.065,0.079,3011,499500
Queets,145,1,-0.416,0.076,20938,32.5,8.6,4.6,0.673,23.5,42913,5.8,16.3,49.7,0.09,0,0.845,0.53,0.92,0.01,0,0,0.879,0.01,0,0.101,0,154,100500
Quilcene,521,1,-0.386,0.076,51438,49.7,9,5.4,1.005,23.5,9424,27.5,14.5,44.2,0.09,0,0.845,0.53,0.9,0.817,0,0.081,0.081,0,0,0.014,0.007,53,460000
Qui-nai-elt Village,49,1,1,0.088,103750,49.8,8.6,4.8,0.883,25.8,20627,10.2,8.4,25.2,0.088,0,0.833,0.52,0.97,0.051,0,0,0.861,0,0,0,0.089,114,160200
Quincy,7630,1,0.156,0.071,38322,27.4,9.3,4.7,0.921,18.9,10420,17.8,19.3,63.9,0.079,0,0.827,0.5,0.82,0.232,0,0.005,0.006,0,0,0.001,0.755,1402,384200
Raft Island,369,1,-0.071,0.068,98036,61.9,9.3,5.5,1.819,31.2,9358,20.8,6.2,18.6,0.099,0,0.8,0.6,0.68,1,0,0,0,0,0,0,0,1332,786400
Rainier,2772,1,0.447,0.059,66713,33.4,9.1,5.2,1.153,38.7,10188,18,15.6,30.3,0.079,0,0.784,0.5,0.76,0.758,0.083,0.012,0.005,0.005,0.001,0.044,0.092,1356,447200
Ravensdale,671,1,0.815,0.054,105893,34.8,8.9,5,1.568,29.1,9262,21.8,9.3,28.3,0.086,0,0.817,0.6,0.79,0.868,0,0.009,0,0.026,0,0.092,0.005,379,811200
Raymond,3035,1,-0.028,0.082,34844,37.5,8.6,5,0.782,19.3,10854,17.1,8.3,24.9,0.081,0,0.8,0.5,0.9,0.647,0,0.064,0.005,0,0,0.048,0.236,748,260000
Reardan,545,1,0.118,0.056,42981,38.6,9,3.9,0.948,24.3,10845,18.2,7.9,18.8,0.08,0,0.839,0.43,0.9,0.898,0,0,0,0,0,0.021,0.081,1247,390900
Redmond,72166,1,0.165,0.041,99586,34.4,9.3,5.5,1.933,22.9,15473,19.3,10.6,44.2,0.1,0,0.817,0.6,0.36,0.528,0.016,0.339,0.001,0.002,0.001,0.038,0.075,4378,1186200
Renton,105313,1,0.154,0.065,65223,35.8,9.3,5.4,1.446,30.9,13146,19.3,19.9,74.1,0.1,0,0.817,0.6,0.34,0.458,0.099,0.224,0.004,0.016,0.001,0.061,0.137,4329,676600
Republic,1155,1,-0.18,0.098,24250,45.1,8.9,3.7,0.812,22.2,12393,15.6,21.1,18.5,0.077,0,0.81,0.6,0.94,0.82,0.004,0.005,0.013,0.012,0,0.053,0.093,723,245600
Richland,59718,1,0.179,0.053,69372,36.5,8.9,5.5,1.002,19.6,8884,22,15.2,35.3,0.086,0,0.807,0.33,0.72,0.783,0.016,0.049,0.006,0.001,0.001,0.034,0.11,1522,414200
Ridgefield,10432,1,0.521,0.062,91205,38.3,9.2,5.1,1.368,36.3,13699,22.4,8.9,20.5,0.077,0,0.776,0.47,0.6,0.898,0.003,0.045,0,0,0,0.022,0.031,1549,642200
Ritzville,1840,1,-0.203,0.055,38476,50.3,9,4.7,0.749,17.8,14292,15.4,8.5,66.8,0.077,0,0.81,0.28,0.89,0.828,0,0.024,0.003,0,0,0.066,0.08,944,229400
River Road,1056,1,0.753,0.074,31944,53.8,8.9,5.6,1.137,21.2,9087,19.4,9.9,30.5,0.084,0,0.803,0.6,0.84,0.55,0,0,0,0,0,0.083,0.367,2914,402300
Riverbend,2377,1,0.114,0.054,96284,43.9,8.9,4.9,1.462,30.2,9968,21.4,6.9,21.3,0.1,0,0.817,0.6,0.79,0.946,0,0,0,0,0,0,0.054,815,566500
Riverside,436,1,-0.337,0.079,32227,35.3,9,3.5,0.849,17.2,6716,24.8,12.2,37.1,0.081,0,0.825,0.6,0.95,0.833,0,0.003,0.091,0,0,0.018,0.055,309,276900
Rochester,6065,1,0.456,0.059,59334,39.3,9.1,5.2,1.109,25.6,9698,18.9,9.7,29.4,0.079,0,0.784,0.5,0.76,0.792,0,0,0.028,0,0,0.038,0.142,1376,463400
Rock Island,1393,1,0.615,0.059,42500,36.1,9.3,4.1,0.902,18.2,15966,19.7,13,39.3,0.082,0,0.81,0.6,0.9,0.518,0,0,0.013,0,0,0.008,0.46,1601,372700
Rockford,416,1,-0.355,0.063,56042,43.7,9.1,4.1,1.01,21.5,11266,19.8,10.9,33.6,0.081,0,0.82,0.38,0.88,0.885,0,0,0.031,0,0,0.026,0.059,726,397100
Rockport,55,1,-0.013,0.07,31964,60.5,9,4.3,1.034,25.4,13434,17.9,13.1,40.7,0.085,0,0.791,0.52,0.93,1,0,0,0,0,0,0,0,225,337200
Rocky Point,1474,1,0.042,0.058,50801,50.5,9.2,5.3,1.082,30.3,11195,17,10.7,32.5,0.09,0,0.834,0.4,0.62,0.865,0,0.04,0,0,0,0.079,0.016,2154,342100
Ronald,158,1,1.654,0.071,58889,57.9,9,3.3,1.103,21.3,10652,17.8,9.4,28.8,0.08,0,0.803,0.6,0.94,1,0,0,0,0,0,0,0,350,541700
Roosevelt,151,1,-0.053,0.064,17188,43.7,9.1,5,0.765,24.1,14581,12,13.2,40.8,0.07,0,0.803,0.47,0.92,0.579,0,0,0,0,0,0,0.421,31,101300
Rosalia,598,1,-0.124,0.048,34830,38.5,9,4.3,0.744,15.3,16650,11.1,6,5,0.078,0,0.825,0.27,0.9,0.855,0.003,0,0.01,0,0,0.017,0.115,868,214100
Rosburg,381,1,0.51,0.074,50893,48,8.7,5.1,0.905,0,10188,22.3,8.3,25.3,0.076,0,0.793,0.6,0.9,0.917,0,0,0.018,0,0,0.029,0.036,19,294700
Rosedale,4421,1,0.268,0.068,89423,41.3,9.3,5.4,1.6,34.9,9358,20.8,10.7,36.7,0.099,0,0.8,0.6,0.69,0.761,0.028,0.028,0.01,0.009,0,0.123,0.041,1063,756700
Roslyn,703,1,-0.157,0.071,56932,41.4,9.2,3.6,0.981,21.3,10652,17.8,12.5,38.6,0.08,0,0.803,0.6,0.94,0.982,0,0,0.006,0,0,0.006,0.006,225,431500
Roy,910,1,0.025,0.068,61477,40.2,9.2,5.2,1.275,31.2,10733,20.8,17.3,28.4,0.099,0,0.8,0.6,0.73,0.806,0.004,0.031,0.024,0,0,0.048,0.086,1697,562900
Royal City,2270,1,-0.012,0.071,30670,25.3,8.9,5.1,0.893,19,10046,20.3,13.3,26.5,0.079,0,0.827,0.5,0.93,0.085,0,0,0,0,0,0,0.915,1983,351000
Ruston,1238,1,0.234,0.068,81300,40,9.3,5.5,1.42,29.7,12309,18.6,15.6,54.8,0.099,0,0.8,0.6,0.5,0.833,0.019,0.024,0.011,0.002,0.002,0.048,0.062,3188,723800
Ryderwood,402,1,0.006,0.07,29722,72.9,9.1,5.2,0.879,24.6,9200,19.8,10,30.5,0.078,0,0.783,0.6,0.8,1,0,0,0,0,0,0,0,2230,234700
Salmon Creek,19809,1,0.052,0.062,68231,41.1,9.3,5.3,1.239,25.6,9471,20,12.4,40.7,0.084,0,0.776,0.47,0.46,0.821,0.008,0.035,0.003,0.005,0.006,0.034,0.088,3606,412600
Sammamish,66532,1,0.451,0.041,144775,38.7,9.1,5.2,2.108,32.5,15473,19.3,7.9,15.6,0.1,0,0.817,0.6,0.52,0.641,0.009,0.274,0,0.001,0.002,0.034,0.039,3227,1395400
Santiago,76,1,0.529,0.088,18750,27.5,8.6,4.8,0.754,25.8,20627,10.2,16.4,50,0.088,0,0.833,0.52,0.97,0.115,0,0,0.577,0.308,0,0,0,18,194500
Satsop,605,1,0.202,0.088,52500,51.4,9,5,0.967,25.8,9388,16.1,9.8,29.5,0.089,0,0.833,0.52,0.86,0.939,0,0,0.002,0,0,0.059,0,87,370700
Seabeck,860,1,0.425,0.058,80373,55.4,9.2,5.3,1.294,30.3,10543,18.6,8.1,25,0.09,0,0.834,0.4,0.78,0.801,0,0.123,0,0,0,0.049,0.027,361,622800
SeaTac,30867,1,0.082,0.095,45573,34.1,9.4,5.5,1.319,29.3,12575,18.4,35,73.6,0.1,0,0.817,0.6,0.15,0.322,0.233,0.157,0.007,0.023,0.004,0.071,0.183,2893,529700
Seattle,726054,1,0.156,0.048,67365,35.7,9.4,5.6,1.678,27.5,12436,17.6,32.3,76.9,0.101,0,0.817,0.6,0.15,0.653,0.07,0.144,0.005,0.004,0.003,0.058,0.065,9178,823900
Sedro-Woolley,12266,1,0.101,0.07,44014,33.7,9,5.2,1.091,25.2,13839,19.1,8.7,60.1,0.085,0,0.791,0.52,0.78,0.765,0.018,0.003,0.01,0.003,0,0.051,0.151,2817,433400
Selah,8081,1,0.109,0.072,50333,35.6,8.9,5,1.013,18.9,11022,19,6,22.7,0.079,0,0.813,0.53,0.64,0.864,0.011,0.004,0.004,0,0,0.007,0.11,1776,378800
Sequim,7896,1,0.087,0.074,38739,58,8.9,5.6,1.104,23.5,9087,19.4,16.1,68.5,0.084,0,0.803,0.6,0.78,0.781,0.017,0.033,0.01,0,0.033,0.037,0.089,1225,506600
Shadow Lake,2200,1,0.336,0.054,93250,46.2,9.1,5.2,1.473,28.9,9262,21.8,7.8,23.7,0.1,0,0.817,0.6,0.53,0.815,0.052,0.028,0,0.006,0,0.031,0.067,546,637700
Shelton,10288,1,0.019,0.077,40833,36.6,9.1,5,0.976,24.9,10253,17.7,19.2,93.8,0.085,0,0.811,0.5,0.64,0.739,0.004,0.012,0.005,0,0,0.05,0.191,1889,382900
Shoreline,58213,1,0.055,0.057,64096,41.7,9.3,5.6,1.589,31,19740,20.8,10.7,39.9,0.1,0,0.817,0.6,0.27,0.647,0.061,0.138,0.01,0.002,0.001,0.045,0.095,5002,752700
Silvana,17,0,-1,0.063,109038,,9.1,5.5,1.318,31.8,9230,21.1,,,,,,,,,,,,,,,,,731900
Silver Firs,22122,1,0.057,0.063,102480,37.2,9.1,5.3,1.319,36.3,12507,21.3,10.1,33.1,0.077,0,0.801,0.53,0.39,0.726,0.02,0.131,0.002,0.003,0.002,0.047,0.069,3609,663500
Silverdale,21301,1,0.097,0.058,59260,36.5,9.2,5.4,1.201,24.8,10543,18.6,13.5,45.1,0.09,0,0.834,0.4,0.64,0.688,0.042,0.098,0.003,0.004,0.001,0.078,0.087,1720,560100
Sisco Heights,3257,1,0.189,0.063,97424,45.4,9.1,5.3,1.351,32.8,9230,21.1,7.8,23.7,0.103,0,0.801,0.53,0.66,0.919,0.005,0.005,0.013,0.006,0,0.01,0.043,243,523400
Skamokawa Valley,249,1,-0.11,0.074,26131,59.8,8.8,5,0.958,0,12030,18.3,12.2,36.9,0.076,0,0.793,0.6,0.9,0.833,0,0.03,0,0,0,0.137,0,12,262100
Skokomish,593,1,0.226,0.077,29000,25.4,9.1,5,0.811,32.1,15192,15.2,15.2,46,0.085,0,0.811,0.5,0.84,0.15,0.004,0.008,0.694,0.021,0,0.081,0.042,126,173100
Skykomish,104,1,-0.192,0.054,38906,59.9,8.7,3.8,1.2,29.1,52611,4.8,11.7,36.1,0.086,0,0.817,0.6,0.68,0.851,0.079,0.04,0,0,0,0.03,0,704,408300
Snohomish,10091,1,0.074,0.063,52250,37,9.1,5.3,1.496,29.8,14334,22.7,15.4,59.4,0.077,0,0.801,0.53,0.48,0.818,0.006,0.032,0.01,0,0.005,0.034,0.094,2978,858200
Snoqualmie,13718,1,0.429,0.054,130060,34.7,9.1,5.2,1.724,32.2,9968,21.4,7.8,20.6,0.086,0,0.817,0.6,0.78,0.784,0.003,0.119,0.002,0,0.005,0.054,0.033,1887,989100
Snoqualmie Pass,430,1,1.238,0.071,53409,51.2,9,4.5,1.237,21.3,21511,10.3,9.8,30.7,0.089,0,0.803,0.6,0.94,0.702,0.191,0.017,0,0,0,0,0.089,92,858600
Soap Lake,1333,1,0.301,0.071,26250,55.6,9.1,4.8,0.819,18.9,13789,15.2,22.1,42.6,0.079,0,0.827,0.5,0.91,0.685,0.008,0.004,0.048,0.008,0,0.031,0.215,1065,289700
